"Partnumber","Description","Qty in Stock" as text,"Qty in Stock","UM","S.O. Qty Open" as text,"S.O. Qty Open","P.O. Qty Open" as text,"P.O. Qty Open","NSN","Alt","MFG","Rev","MFG Name","Recommended Vendor","Buy/Make" as text,"Buy/Make","Cond","Consigned" as text,"Consigned","QA/Inspc" as text,"QA/Inspc","Transport" as text,"Transport","Quarantine" as text,"Quarantine","Category","Type","Lead Time","Range" as text,"Range","Asset Type" as text,"Asset Type","ATA Chapter","Trim Numeric","Punctuation","Schedule B","ECCN","BOM","Image(s)"
"174FL.75-1",="17-4 SS Flat Bar 3/4"" x 1""","132.289","132.289","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="174751",="174FL751","","","",""
"174FL.75-1.5",="17-4 SS Flat Bar 3/4"" x 1-1/2""","559.424","559.424","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="1747515",="174FL7515","","","",""
"174FL.75-2",="17-4 SS Flat Bar 3/4"" x 2""","418.000","418","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="174752",="174FL752","","","",""
"174FL.75-3",="17-4 SS Flat Bar 3/4"" x 3""","724.000","724","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="174753",="174FL753","","","",""
"174FL1.25-1.75",="17-4 SS Flat Bar 1-1/4"" x 1-3/4""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="174125175",="174FL125175","","","",""
"174FL1-1.25",="17-4 SS Flat Bar 1"" x 1-1/4""","896.900","896.9","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="1741125",="174FL1125","","","",""
"174FL1-1.5",="17-4 SS Flat Bar 1"" x 1-1/2""","354.740","354.74","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="174115",="174FL115","","","",""
"174FL1-1.75",="17-4 SS Flat Bar 1"" x 1-3/4""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="1741175",="174FL1175","","","",""
="174FL1-2",="17-4 SS Flat Bar 1"" x 2""","475.000","475","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="17412",="174FL12","","","",""
="174FL1-3",="17-4 SS Flat Bar 1"" x 3""","420.000","420","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="17413",="174FL13","","","",""
"174PG.3125","17-4-SS PRECISION GROUND 5/16""(P.00/M.0005)","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1743125",="174PG3125","","","",""
="174PG1","17-4-SS PRECISION GROUND 1"" (P.00/M.0005)","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1741",="174PG1","","","",""
"174PG1.125","17-4-SS PRECISION GROUND 1-1/8""(P.00/M.0005)","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1741125",="174PG1125","","","",""
"174PG1.25","17-4-SS PRECISION GROUND 1-1/4""(P.00/M.0005)","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="174125",="174PG125","","","",""
"174RD.187",="17-4 SS Round Bar 3/16""","340.000","340","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="174187",="174RD187","","","",""
"174RD.25",="17-4 SS Round Bar 1/4""","119.844","119.844","LB","847.000","847","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="17425",="174RD25","","","",""
"174RD.3125",="17-4 SS Round Bar 5/16""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1743125",="174RD3125","","","",""
"174RD.375",="17-4 SS Round Bar 3/8""","1,346.784","1346.784","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="174375",="174RD375","","","",""
"174RD.4375",="17-4 SS Round bar 7/16""","3,420.374","3420.374","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1744375",="174RD4375","","","",""
"174RD.5",="17-4 SS Round Bar 1/2""","1,537.284","1537.284","LB","34.107","34.107","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1745",="174RD5","","","",""
"174RD.5625",="17-4 SS Round Bar 9/16""","292.988","292.988","LB","0.000","0","2,097.000","2097","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1745625",="174RD5625","","","",""
"174RD.625",="17-4 SS Round Bar 5/8""","341.278","341.278","LB","0.000","0","2,000.000","2000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="174625",="174RD625","","","",""
"174RD.633","17-4 SS Round Bar .633"" (P/M .002"")","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="174633",="174RD633","","","",""
"174RD.6875",="17-4 SS Round Bar 11/16""","302.000","302","LB","0.000","0","4,000.000","4000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1746875",="174RD6875","","","",""
"174RD.75",="17-4 SS Round Bar 3/4""","310.888","310.888","LB","0.000","0","4,000.000","4000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="17475",="174RD75","","","",""
"174RD.8125",="17-4 SS Round Bar 13/16""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1748125",="174RD8125","","","",""
"174RD.875",="17-4 SS Round Bar 7/8""","3,216.600","3216.6","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="174875",="174RD875","","","",""
="174RD1",="17-4 SS Round Bar 1""","4,315.841","4315.841","LB","0.000","0","2,000.000","2000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1741",="174RD1","","","",""
"174RD1.125",="17-4 SS Round Bar 1-1/8""","0.000","0","LB","0.000","0","2,000.000","2000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1741125",="174RD1125","","","",""
"174RD1.125-COND-1150",="17-4 SS Round Bar 1-1/8"" Condition 1150","40.161","40.161","LB","0.000","0","2,000.000","2000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="17411251150",="174RD1125COND1150","","","",""
"174RD1.1875",="17-4 SS Round Bar 1-3/16""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="17411875",="174RD11875","","","",""
"174RD1.25",="17-4 SS Round Bar 1-1/4""","2,941.750","2941.75","LB","0.000","0","1,000.000","1000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="174125",="174RD125","","","",""
"174RD1.313",="17-4 SS Round Bar 1-5/16""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1741313",="174RD1313","","","",""
"174RD1.375",="17-4 SS Round Bar 1-3/8""","2,677.262","2677.262","LB","0.000","0","2,000.000","2000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1741375",="174RD1375","","","",""
"174RD1.5",="17-4 SS Round Bar 1-1/2""","402.785","402.785","LB","0.000","0","2,000.000","2000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="17415",="174RD15","","","",""
"174RD1.625",="17-4 SS Round Bar 1-5/8""","159.392","159.392","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1741625",="174RD1625","","","",""
"174RD1.75",="17-4 SS Round Bar 1-3/4""","828.020","828.02","LB","1.472","1.472","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="174175",="174RD175","","","",""
"174RD1.875",="17-4 SS Round Bar 1-7/8""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1741875",="174RD1875","","","",""
="174RD10",="17-4 SS Round Bar 10""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="17410",="174RD10","","","",""
="174RD12",="17-4 SS Round Bar 12""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="17412",="174RD12","","","",""
="174RD13",="17-4 SS Round Bar 13""","0.000","0","LB","1,246.816","1246.816","1,256.000","1256","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="17413",="174RD13","","","",""
="174RD2",="17-4 SS Round Bar 2""","3,530.840","3530.84","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1742",="174RD2","","","",""
"174RD2.125",="17-4 SS Round Bar 2-1/8""","2,662.000","2662","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1742125",="174RD2125","","","",""
"174RD2.25",="17-4 SS Round Bar 2-1/4""","970.000","970","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="174225",="174RD225","","","",""
"174RD2.375",="17-4 SS Round Bar 2-3/8""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","","","",,"","Raw Material","R","",="1742375",="174RD2375","","","",""
"174RD2.5",="17-4 SS Round Bar 2-1/2""","2,633.000","2633","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="17425",="174RD25","","","",""
"174RD2.625-COND-1150",="17-4 SS Round Bar 2-5/8"" Condition 1150","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="17426251150",="174RD2625COND1150","","","",""
"174RD2.875",="17-4 SS Round Bar 2-7/8""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1742875",="174RD2875","","","",""
="174RD3",="17-4 SS Round Bar 3""","567.000","567","LB","0.000","0","1,000.000","1000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1743",="174RD3","","","",""
"174RD3.25",="17-4 SS Round Bar 3-1/4""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="174325",="174RD325","","","",""
"174RD3.5",="17-4 SS Round Bar 3-1/2""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="17435",="174RD35","","","",""
"174RD3.75",="17-4 SS Round Bar 3-3/4""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="174375",="174RD375","","","",""
="174RD4",="17-4 SS Round Bar 4""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1744",="174RD4","","","",""
="174RD4-COND-1150",="17-4 SS Round Bar 4"" Condition 1150","1,025.000","1025","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="17441150",="174RD4COND1150","","","",""
"174RD5.25-COND-1150",="17-4 SS Round Bar 5-1/4"" Condition 1150","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1745251150",="174RD525COND1150","","","",""
"174RD5.5",="17-4 SS Round Bar 5-1/2""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="17455",="174RD55","","","",""
"174RD5.75",="17-4 SS Round Bar 5-3/4""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="174575",="174RD575","","","",""
="174RD6",="17-4 SS Round Bar 6""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="1746",="174RD6","","","",""
"174SQ.5",="17-4 SS Square Bar 1/2""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","SQ","",,"","Raw Material","R","",="1745",="174SQ5","","","",""
"174SQ.75",="17-4 SS Square Bar 3/4""","1,235.080","1235.08","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="17475",="174SQ75","","","",""
="174SQ1",="17-4 SS Square Bar 1""","589.755","589.755","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","SQ","",,"","Raw Material","R","",="1741",="174SQ1","","","","Y"
"174SQ1.25",="17-4 SS Square Bar 1-1/4""","138.000","138","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","SQ","",,"","Raw Material","R","",="174125",="174SQ125","","","",""
"174SQ1.5",="17-4 SS Square Bar 1-1/2""","400.000","400","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","S","SQ","",,"","Raw Material","R","",="17415",="174SQ15","","","",""
="17RD1T451",="2017-T451 CF Round Bar 1"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="171451",="17RD1T451","","","",""
="19RD8TF-FGD","2219F FORGE Round Bar 8"" x 124.5""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="198",="19RD8TFFGD","","","",""
"24FL.375T4-2",="2024-T4 CF Flat Bar 3/8"" X 2"" X 144""","812.673","812.673","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="2437542",="24FL375T42","","","",""
"24FL.375T4-4",="2024-T4 CF Flat Bar 3/8"" X 4"" X 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="2437544",="24FL375T44","","","",""
"24FL.5T351-1",="2024-T351 CF Flat Bar 1/2"" X 1"" X 144""","705.000","705","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="2453511",="24FL5T3511","","","",""
"24FL.5T351-2",="2024-T351 Flat Bar 1/2"" x 2"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="2453512",="24FL5T3512","","","",""
"24FL.625T351-2",="2024-T351 CF Flat Bar 5/8"" x 2"" x 144""","364.000","364","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="246253512",="24FL625T3512","","","",""
"24FL.75T351-1.5",="2024-T351 CF Flat Bar 3/4"" X 1-1/2"" X 144""","805.560","805.56","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="247535115",="24FL75T35115","","","",""
"24FL1T351-1.5",="2024-T351 CF Flat Bar 1"" X 1-1/2"" X 144""","718.556","718.556","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="24135115",="24FL1T35115","","","",""
="24FL1T351-2",="2024-T351 CF Flat Bar 1"" x 2""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="2413512",="24FL1T3512","","","",""
"24FL1T351-2.5",="2024-T351 CF Flat Bar 1"" X 2-1/2"" X 144""","408.000","408","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="24135125",="24FL1T35125","","","",""
="24FL1T351-4",="2024-T351 CF Flat Bar 1"" X 4"" X 144""","60.544","60.544","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="2413514",="24FL1T3514","","","",""
"24FL2.5T351-4",="2024-T351 CF Flat Bar 2-1/2"" X 4"" X 144""","1,014.000","1014","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="24253514",="24FL25T3514","","","",""
"24FL2T351-2.5",="2024-T351 CF Flat Bar 2"" X 2-1/2"" X 144""","1,087.000","1087","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="24235125",="24FL2T35125","","","",""
="24FL2T351-3",="2024-T351 CF Flat Bar 2"" X 3"" X 144""","1,043.000","1043","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="2423513",="24FL2T3513","","","",""
